id,ollama_tag,backend,gpu_config,ok,error,load_time_s,decode_tok_per_s,prompt_tok_per_s,ttft_s,n_generated,peak_vram_mib,gguf_size_gb,bandwidth_gb_s,bandwidth_pct
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,chat,0,True,,,22.96863100349306,398.39092421279656,0.4033605,512,"{0: 13644.9765625, 1: 7152.09765625}",89.169,73.12875555555556,16.817244384,386.2690807516619,57.480517968997304
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,chat,0,True,,,37.667415095384726,306.18097570035667,0.5252195,512,"{0: 11115.9140625, 1: 9308.09765625}",146.724,138.9720350877193,16.817244384,633.4621249726556,47.13259858427497
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,rag,0,True,,7.3760629,22.567768658826154,2898.6610533426265,0.7010575,1024,"{0: 11025.3515625, 1: 9778.09765625}",115.192,96.50390000000002,16.817244384,379.52768073705533,56.47733344301419
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,rag,0,True,,,9.801189572032737,308.58853759012146,1.8302715,1024,"{0: 15677.0390625, 1: 261.0}",5.755,4.671100238663485,16.817244384,164.82900028678688,24.528125042676617
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,rag,0,True,,,9.83368831018641,235.35324160354904,2.3674720000000002,1024,"{0: 2031.81640625, 1: 13966.09765625}",157.171,67.57181904761904,16.817244384,165.37553950848886,24.60945528400132
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,rag,0,True,,,22.781787770509638,454.293082022864,1.2197915,1024,"{0: 11041.1015625, 1: 9794.09765625}",162.995,99.80250273224044,16.817244384,383.12689244108304,57.012930422780215
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,rag,0,True,,,22.780571956192748,448.56131504734026,1.2363080000000002,1024,"{0: 13646.5078125, 1: 7178.09765625}",129.596,73.90685792349727,16.817244384,383.10644579459034,57.009887767052135
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,rag,0,True,,,37.58958419939621,352.25146296238165,1.5761715,1024,"{0: 11138.5078125, 1: 9350.09765625}",148.633,141.37188695652173,16.817244384,632.1532237741909,47.03521010224635
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,longdoc,0,True,,7.2016436,22.362846713348723,5787.497975100007,0.6977585,1024,"{0: 11015.3203125, 1: 9778.09765625}",117.064,96.07717187499999,16.817244384,376.0814583003166,55.9645027232614
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,longdoc,0,True,,,9.590213008696626,656.318654370908,4.6734945,1024,"{0: 15695.2265625, 1: 261.0}",5.598,4.557734090909091,16.817244384,161.28095586186706,24.000142241349266
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,longdoc,0,True,,,9.52394702013601,466.12952253616106,6.5042765,1024,"{0: 1984.12890625, 1: 13968.09765625}",163.968,68.11237777777778,16.817244384,160.16654453789585,23.83430722290117
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,longdoc,0,True,,,22.587205334617757,875.4757207331102,3.467262,1024,"{0: 10975.2890625, 1: 9796.09765625}",166.508,98.98258031088082,16.817244384,379.8545520638553,56.525975009502275
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,longdoc,0,True,,,22.574281849154453,868.7290160911041,3.4898065,1024,"{0: 13582.9453125, 1: 7180.09765625}",141.482,73.06933505154639,16.817244384,379.63721465052583,56.49363313251873
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,longdoc,0,True,,,37.15783581809849,676.7160400917967,4.488861,1024,"{0: 11072.9453125, 1: 9350.09765625}",148.046,136.50000787401575,16.817244384,624.8924057335108,46.49497066469574
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,ollama,auto,code,0,True,,7.1853145,22.71283093869949,1155.1697632061555,0.1315825,1024,"{0: 10923.4765625, 1: 9772.09765625}",101.653,96.38786096256683,16.817244384,381.9672285485854,56.840361391158545
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single0,code,0,True,,,9.88045268934388,100.61405583329677,0.5512170000000001,1024,"{0: 15638.7890625, 1: 261.0}",5.724,4.613243309002433,16.817244384,166.16198750124605,24.72648623530447
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,single1,code,0,True,,,9.851086686943187,49.74079642880034,1.0320975,1024,"{0: 1993.34765625, 1: 13966.09765625}",77.223,65.92810120481927,16.817244384,165.66813226229246,24.65299587236495
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual,code,0,True,,,22.957034405250553,264.17615588866005,0.20489400000000002,1024,"{0: 10958.5390625, 1: 9762.09765625}",101.825,99.56717415730336,16.817244384,386.07405792499463,57.45149671502896
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_21,code,0,True,,,22.963578666200412,271.7674280738353,0.19706600000000002,1024,"{0: 13561.1015625, 1: 7146.09765625}",76.236,73.83136516853932,16.817244384,386.1841143607011,57.46787416081861
qwen3.6-27b-q4,eval/qwen3.6-27b-q4,llamacpp,dual_tensor,code,0,True,,,37.878835678692305,208.0547895459451,0.253691,1024,"{0: 11035.1015625, 1: 9300.09765625}",148.336,143.84316513761468,16.817244384,637.017636589947,47.39714557960915
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,chat,0,True,,9.2338081,17.583754192265822,704.9748303494516,0.764614,512,"{0: 13613.2890625, 1: 12244.09765625}",108.53,94.51218253968254,22.523238624,396.0430915781635,58.93498386579814
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,chat,0,True,,,5.044890648316612,163.38423967870384,1.0502690000000001,512,"{0: 15466.58984375, 1: 261.0}",5.471,4.528372839506173,22.523238624,113.62727590402112,16.908820819050764
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,chat,0,True,,,5.013907494740549,68.02219274246629,2.3405240000000003,512,"{0: 1969.7734375, 1: 13762.09765625}",95.077,40.86458595641647,22.523238624,112.92943494270341,16.804975437902293
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,chat,0,True,,,17.72203081026075,338.82283080370325,0.4736895,512,"{0: 13570.48828125, 1: 12234.09765625}",102.815,97.91042016806723,22.523238624,399.157528841383,59.39844179187247
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,chat,0,True,,,17.71382905247181,254.69320978645777,0.6243190000000001,512,"{0: 15992.86328125, 1: 8692.09765625}",77.781,70.77080341880341,22.523238624,398.9727986935664,59.370952186542624
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,chat,0,True,,,30.368267952953403,291.8300098572398,0.547655,512,"{0: 12445.67578125, 1: 11872.09765625}",152.179,143.98425714285713,22.523238624,683.9917457019416,50.89224298377542
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,rag,0,True,,9.2342248,17.47236310185361,2572.0051638324658,0.790784,1024,"{0: 12457.86328125, 1: 12244.09765625}",123.345,97.69985185185185,22.523238624,393.5342034682217,58.56163742086632
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single0,rag,0,True,,,4.991498969728619,229.88687123246083,2.4614785,1024,"{0: 14417.0546875, 1: 261.0}",5.433,4.372581196581197,22.523238624,112.42472238664784,16.729869402774977
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,single1,rag,0,True,,,4.979034284460954,150.94577841165767,3.686815,1024,"{0: 1001.24609375, 1: 13788.09765625}",155.803,41.27131234866828,22.523238624,112.14397730599117,16.68809186101059
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual,rag,0,True,,,17.593010900888828,397.0123494189859,1.396663,1024,"{0: 12654.9375, 1: 12260.09765625}",145.17,98.87197033898305,22.523238624,396.2515826353523,58.966009320736944
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_21,rag,0,True,,,17.530142234298893,394.3155060761563,1.4079655000000002,1024,"{0: 16273.3828125, 1: 8718.09765625}",111.126,70.66668776371309,22.523238624,394.8355766557745,58.75529414520454
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,llamacpp,dual_tensor,rag,0,True,,,29.972385374800123,325.1877104436079,1.7082165,1024,"{0: 13494.984375, 1: 11924.0078125}",153.199,145.88197887323946,22.523238624,675.0751879271108,50.228808625529076
qwen3.6-27b-q6,eval/qwen3.6-27b-q6,ollama,auto,longdoc,0,True,,9.2769744,17.255649732790978,4942.523372521429,0.8171759999999999,1024,"{0: 13595.6171875, 1: 12244.09765625}",118.697,96.7531224489796,22.523238624,388.65311654381304,57.835285199972176
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,chat,0,True,,6.2507062,49.606822008979066,5945.730352627936,0.0899835,512,"{0: 10810.40625, 1: 261.0}",4.49,4.3944117647058825,6.975877728,346.0511248092973,51.49570309662161
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,chat,0,True,,,51.040897514511116,1902.4328887135352,0.279624,512,"{0: 11963.30078125, 1: 261.0}",13.949,5.018975609756097,6.975877728,356.05506018860865,52.98438395663819
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,chat,0,True,,,49.91698138991556,1841.8919979220973,0.288632,512,"{0: 2537.14453125, 1: 9648.09765625}",139.413,130.2122142857143,6.975877728,348.21475872690246,51.81767242959858
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,chat,0,True,,,49.27968729287663,1952.0593459910065,0.27240549999999997,512,"{0: 7633.125, 1: 5816.09765625}",96.413,86.582,6.975877728,343.7690730291827,51.15611205791409
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,chat,0,True,,,49.06087890570708,1975.824691651741,0.2690735,512,"{0: 8962.1953125, 1: 4492.09765625}",73.589,70.30837209302327,6.975877728,342.24269247442703,50.928972094408785
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,chat,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,rag,0,True,,3.5860162,47.23674170200417,3814.1030520016093,0.5239069999999999,1024,"{0: 10930.8046875, 1: 261.0}",4.685,4.581340206185567,6.975877728,329.5177343822997,49.03537714022317
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,rag,0,True,,,47.3165384096675,1094.1697399806965,0.4779485,1024,"{0: 11956.19921875, 1: 261.0}",20.806,5.170454545454546,6.975877728,330.0743864580561,49.118212270544056
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,rag,0,True,,,46.43224760996388,1082.4071070772734,0.4832875,1024,"{0: 2524.2890625, 1: 9670.09765625}",155.961,135.27113483146067,6.975877728,323.9056819633283,48.20025029216195
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,rag,0,True,,,45.92295044214576,1094.0888718909534,0.4782315,1024,"{0: 7666.01171875, 1: 5838.09765625}",119.352,88.83286666666666,6.975877728,320.3528871934124,47.6715605942578
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,rag,0,True,,,45.80610398256704,1100.4320753599832,0.47577349999999996,1024,"{0: 9025.16796875, 1: 4514.09765625}",95.39,70.50254945054945,6.975877728,319.5377805784415,47.55026496702999
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,rag,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,longdoc,0,True,,3.5794449,47.360569085467475,7447.367382855726,0.5352314995,1024,"{0: 10857.51171875, 1: 261.0}",5.094,4.780845360824743,6.975877728,330.3815390687179,49.1639195042735
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,longdoc,0,True,,,43.85079984809707,1090.8571381627057,0.9426955,1024,"{0: 12013.94921875, 1: 261.0}",21.438,5.194552083333334,6.975877728,305.89781801532615,45.52050863323306
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,longdoc,0,True,,,43.122309776987365,1079.2277674364975,0.9528335,1024,"{0: 2604.46875, 1: 9670.09765625}",166.947,136.63797959183674,6.975877728,300.8159603532028,44.7642798144647
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,longdoc,0,True,,,42.61895724128172,1305.377144456355,0.7884225,1024,"{0: 7672.18359375, 1: 5838.09765625}",127.311,88.75348979591837,6.975877728,297.3046346100415,44.24176110268475
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,longdoc,0,True,,,42.748117001667765,1227.4916010031955,0.838018,1024,"{0: 8937.30859375, 1: 4514.09765625}",103.611,70.66982653061224,6.975877728,298.2056373058723,44.37583888480243
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,longdoc,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
gemma4-12b-qat,eval/gemma4-12b-qat,ollama,auto,code,0,True,,3.5586463,49.46247502944989,2504.0988133120172,0.0692225,1024,"{0: 10817.93359375, 1: 261.0}",5.043,4.74870652173913,6.975877728,345.04417792969565,51.34585981096661
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single0,code,0,True,,,51.1762421113859,1216.0361785310793,0.1297995,1024,"{0: 11736.046875, 1: 261.0}",20.972,5.0846,6.975877728,356.99920754755266,53.12488207552867
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,single1,code,0,True,,,49.91265527414549,1130.1686164706925,0.139435,1024,"{0: 2601.28515625, 1: 9642.09765625}",140.318,134.02363414634146,6.975877728,348.1845802722533,51.81318158813293
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual,code,0,True,,,49.02664517820753,1222.3377937926052,0.1290695,1024,"{0: 7827.0390625, 1: 5810.09765625}",90.79,88.34996385542168,6.975877728,342.0038821772165,50.89343484780008
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_21,code,0,True,,,49.197908106262076,1298.4749688277955,0.12160400000000002,1024,"{0: 9066.1796875, 1: 4486.09765625}",74.78,71.36395180722891,6.975877728,343.1985914226643,51.071218961706
gemma4-12b-qat,eval/gemma4-12b-qat,llamacpp,dual_tensor,code,0,False,"llama-server crashed (exit 3221226505).
D:/a/llama.cpp/llama.cpp/ggml/src/ggml-backend-meta.cpp:541: GGML_ASSERT(src_ss[0].axis != GGML_BACKEND_SPLIT_AXIS_0) failed
",,,,,,,,,,,
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,chat,0,True,,3.9142512,67.10183070576889,16854.980934397398,0.032661499999999996,512,"{0: 8796.80859375, 1: 261.0}",5.29,5.0913076923076925,5.680522464,381.17345669964516,56.72224058030434
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,chat,0,True,,,69.34359356110977,1167.9139400444571,0.136719,512,"{0: 8377.77734375, 1: 261.0}",21.676,6.027633333333333,5.680522464,393.90784095836983,58.61723823785265
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,chat,0,True,,,68.39551672133133,1105.702065722855,0.1487765,512,"{0: 2426.1171875, 1: 6124.09765625}",158.828,148.93651612903227,5.680522464,388.5222691724103,57.815813864942015
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,chat,0,True,,,67.41156914255942,1179.6788819354088,0.1378675,512,"{0: 5654.55859375, 1: 3950.09765625}",101.299,95.04138709677419,5.680522464,382.932932847798,56.98406738806517
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,chat,0,True,,,67.13631277885736,1184.7559053617783,0.136487,512,"{0: 6241.48828125, 1: 3254.09765625}",84.685,80.152,5.680522464,381.3693328904295,56.75138882298059
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,chat,0,True,,,101.3379540260218,780.0323993713268,0.20610050000000002,512,"{0: 5706.62890625, 1: 3516.09765625}",131.832,116.81771428571429,5.680522464,575.6525243006162,42.83128901046251
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,rag,0,True,,2.8278522,66.45376211561916,5213.222819035345,0.39082249999999996,1024,"{0: 8874.99609375, 1: 261.0}",5.211,4.966208333333333,5.680522464,377.4920885150868,56.174417933792675
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,rag,0,True,,,68.60966253155046,1461.7564556406448,0.379538,1024,"{0: 8292.00390625, 1: 261.0}",21.581,6.350885245901639,5.680522464,389.7387292579315,57.99683471100171
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,rag,0,True,,,67.8152806670974,1395.8588470524405,0.398049,1024,"{0: 2404.6484375, 1: 6142.09765625}",161.905,154.23438709677419,5.680522464,385.22622523191166,57.32533113570114
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,rag,0,True,,,66.63634164983847,1407.8401144734041,0.393606,1024,"{0: 5665.87890625, 1: 3968.09765625}",115.203,99.14192063492064,5.680522464,378.52923566068625,56.32875530664974
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,rag,0,True,,,66.8354297955546,1423.3600760013323,0.3892755,1024,"{0: 6353.75390625, 1: 3272.09765625}",93.437,82.34035483870967,5.680522464,379.66016034474285,56.49704767034864
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,rag,0,True,,,102.87161078755156,935.7494361778598,0.592933,1024,"{0: 5667.99609375, 1: 3548.09765625}",135.153,124.40909523809523,5.680522464,584.3644959865513,43.47950118947554
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,longdoc,0,True,,2.8132635,66.0462046960998,9974.295721520179,0.40484549999999997,1024,"{0: 8747.12109375, 1: 261.0}",5.27,4.996347222222223,5.680522464,375.1769494381372,55.82990319019899
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,longdoc,0,True,,,67.93811919395333,2773.569529731556,1.093524,1024,"{0: 8366.50390625, 1: 261.0}",21.443,6.13646875,5.680522464,385.9240122431614,57.429168488565686
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,longdoc,0,True,,,67.14118914833332,2723.75299801252,1.112642,1024,"{0: 2460.46875, 1: 6142.09765625}",164.122,154.89058461538463,5.680522464,381.39703321678047,56.755510895354234
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,longdoc,0,True,,,66.37553693081409,2771.6668102777503,1.095974,1024,"{0: 5542.30859375, 1: 3968.09765625}",119.941,98.98572727272727,5.680522464,377.04772859555106,56.10829294576652
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,longdoc,0,True,,,65.84023083459871,2778.8251857380587,1.092641,1024,"{0: 6323.16796875, 1: 3272.09765625}",102.186,82.2205303030303,5.680522464,374.00691029088347,55.65579022185766
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,longdoc,0,True,,,100.60876192513177,1808.0353230774856,1.6824605,1024,"{0: 5892.99609375, 1: 3548.09765625}",135.879,119.2728085106383,5.680522464,571.5103321909389,42.5230901927782
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,ollama,auto,code,0,True,,2.8693046,67.39832741490416,4753.191881199278,0.032695,1024,"{0: 8914.22265625, 1: 261.0}",5.247,5.013072463768116,5.680522464,382.85771291639014,56.972873945891386
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single0,code,0,True,,,69.56624384972358,798.339846974756,0.065856,1024,"{0: 8531.03515625, 1: 261.0}",21.508,6.307847457627119,5.680522464,395.17261092445665,58.805448054234624
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,single1,code,0,True,,,68.53374657319107,667.4583268364192,0.08263949999999999,1024,"{0: 2568.65625, 1: 6120.09765625}",161.039,152.10413333333332,5.680522464,389.30748695109486,57.93266174867483
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual,code,0,True,,,67.8944744092255,710.2552649517253,0.075695,1024,"{0: 5631.15234375, 1: 3946.09765625}",102.163,98.94558333333333,5.680522464,385.67608706307857,57.39227486057716
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_21,code,0,True,,,67.46600142839577,728.9087762909745,0.0730835,1024,"{0: 6309.31640625, 1: 3250.09765625}",85.175,82.6961475409836,5.680522464,383.2421366702583,57.030079861645575
qwen3.5-9b-q4,eval/qwen3.5-9b-q4,llamacpp,dual_tensor,code,0,True,,,102.70907371921552,500.5621970626884,0.1046315,1024,"{0: 5721.69140625, 1: 3510.09765625}",133.644,124.537275,5.680522464,583.4412005186358,43.410803610017545
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,chat,0,True,,5.4111856,42.764376494469516,8649.796081391816,0.0623175,512,"{0: 7523.94140625, 1: 5766.09765625}",82.748,73.3970701754386,9.527502048,407.43768463250143,60.63060783221748
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,chat,0,True,,,44.63767911905413,1272.5240743781694,0.127941,512,"{0: 11563.671875, 1: 261.0}",6.147,5.325521739130434,9.527502048,425.28557922475505,63.28654452749332
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,chat,0,True,,,44.54294305992359,1190.629107839175,0.14165149999999999,512,"{0: 2488.87109375, 1: 9308.09765625}",128.19,123.24630434782608,9.527502048,424.3829812273694,63.152229349310915
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,chat,0,True,,,44.12908888121444,1235.473944218799,0.1339995,512,"{0: 7200.0546875, 1: 5564.09765625}",87.99,81.01912765957447,9.527502048,420.43998469214466,62.56547391252153
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,chat,0,True,,,43.65124679105331,1232.7332206629205,0.13365,512,"{0: 8353.19140625, 1: 4400.09765625}",68.969,66.01931914893616,9.527502048,415.88734319951385,61.887997499927664
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,chat,0,True,,,72.30204295676324,823.3404271388978,0.1955545,512,"{0: 7316.7109375, 1: 5108.09765625}",113.681,104.81048275862068,9.527502048,688.8578623451458,51.25430523401382
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,rag,0,True,,5.3972093,42.36090121195197,4693.6090102953285,0.43301449999999997,1024,"{0: 7734.39453125, 1: 5772.09765625}",86.483,77.44132075471698,9.527502048,403.5935730519981,60.05856741845209
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,rag,0,True,,,44.21090228874002,1569.2994693853605,0.353585,1024,"{0: 11772.5078125, 1: 261.0}",7.613,5.117677419354839,9.527502048,421.21946209989846,62.68146757438965
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,rag,0,True,,,44.27506791861313,1511.5171106088576,0.3704615,1024,"{0: 2870.234375, 1: 9326.09765625}",143.152,126.0856559139785,9.527502048,421.83080026992576,62.772440516357996
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,rag,0,True,,,43.73383256003403,1525.0504285208171,0.36462300000000003,1024,"{0: 7355.5703125, 1: 5582.09765625}",96.093,82.10362765957447,9.527502048,416.67417928261335,62.005086202769846
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,rag,0,True,,,43.46204588082679,1526.5117459530886,0.363912,1024,"{0: 8924.4140625, 1: 4418.09765625}",76.876,67.66487234042553,9.527502048,414.08473113984724,61.61975165771536
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,rag,0,True,,,72.32015967112977,958.2176776071819,0.5783090000000001,1024,"{0: 7801.0390625, 1: 5140.09765625}",115.06,108.14548275862069,9.527502048,689.030469378376,51.26714801922441
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,longdoc,0,True,,5.3770969,42.699349331124125,9335.219569982635,0.433288,1024,"{0: 7844.9296875, 1: 5772.09765625}",83.656,78.0948380952381,9.527502048,406.81813820055254,60.538413422701275
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,longdoc,0,True,,,43.868180801498994,3023.9866139089095,1.0031725,1024,"{0: 12002.21875, 1: 261.0}",23.019,6.3741770833333335,9.527502048,417.95418242831596,62.19556286135655
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,longdoc,0,True,,,43.969865828835616,2977.8638872131905,1.0170430000000001,1024,"{0: 2815.515625, 1: 9326.09765625}",160.461,127.30219791666667,9.527502048,418.9229867345166,62.339730168826875
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,longdoc,0,True,,,43.444639116547975,3022.6896980073516,1.003822,1024,"{0: 7560.42578125, 1: 5582.09765625}",107.632,82.45001030927835,9.527502048,413.9188881575318,61.595072642489846
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,longdoc,0,True,,,43.4196224837122,3029.133483434349,1.0043639999999998,1024,"{0: 8715.30078125, 1: 4418.09765625}",88.738,68.74077319587629,9.527502048,413.6805421369549,61.55960448466591
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,longdoc,0,True,,,72.25004432771931,1861.8930838024198,1.6304645,1024,"{0: 7628.23828125, 1: 5140.09765625}",115.402,108.52115873015872,9.527502048,688.3624453004365,51.21744384675867
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,ollama,auto,code,0,True,,5.3823327,42.90096657948915,2437.692686830558,0.062355,1024,"{0: 7927.15234375, 1: 5762.09765625}",83.698,76.98679611650486,9.527502048,408.73904694726247,60.824262938580716
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single0,code,0,True,,,44.88047171683328,789.9245094280456,0.0682845,1024,"{0: 12021.859375, 1: 261.0}",7.657,5.205055555555555,9.527502048,427.59878619733513,63.63077175555583
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,single1,code,0,True,,,44.58723695950726,698.7120243742459,0.0819585,1024,"{0: 2971.15234375, 1: 9304.09765625}",130.001,124.8342967032967,9.527502048,424.8049914463667,63.215028489042666
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual,code,0,True,,,43.89053904349227,736.8065890310254,0.07571549999999999,1024,"{0: 7842.02734375, 1: 5560.09765625}",83.525,81.84316304347826,9.527502048,418.1672006246966,62.22726199772271
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_21,code,0,True,,,43.78397519896735,749.4012712889347,0.07383,1024,"{0: 8998.140625, 1: 4396.09765625}",69.517,66.67191397849463,9.527502048,417.15191337774263,62.0761775859736
qwen3.5-9b-q8,eval/qwen3.5-9b-q8,llamacpp,dual_tensor,code,0,True,,,73.10388729349546,526.5501788699869,0.1005035,1024,"{0: 8226.8984375, 1: 5102.09765625}",114.522,109.93142857142857,9.527502048,696.4974359055392,51.82272588582882
